detector_id,event_id,engine,event_start_cycle,event_end_cycle,event_duration_endpoints,policy_id,onset_cycle,false_pre_onset_event,valid_post_onset_detection_event,crosses_onset
pca_reconstruction,engine_153_event_002,153,272,292,21,normalized_life_last_10pct_endpoint,263,False,True,False
pca_reconstruction,engine_156_event_001,156,297,299,3,normalized_life_last_10pct_endpoint,270,False,True,False
pca_reconstruction,engine_158_event_001,158,289,308,20,normalized_life_last_10pct_endpoint,278,False,True,False
pca_reconstruction,engine_162_event_001,162,189,194,6,normalized_life_last_10pct_endpoint,175,False,True,False
pca_reconstruction,engine_169_event_001,169,182,185,4,normalized_life_last_10pct_endpoint,167,False,True,False
pca_reconstruction,engine_170_event_001,170,145,159,15,normalized_life_last_10pct_endpoint,162,True,False,False
pca_reconstruction,engine_186_event_001,186,181,194,14,normalized_life_last_10pct_endpoint,175,False,True,False
pca_reconstruction,engine_192_event_001,192,132,133,2,normalized_life_last_10pct_endpoint,120,False,True,False
pca_reconstruction,engine_206_event_001,206,175,221,47,normalized_life_last_10pct_endpoint,199,True,False,True
pca_reconstruction,engine_208_event_001,208,133,150,18,normalized_life_last_10pct_endpoint,136,True,False,True
pca_reconstruction,engine_221_event_001,221,147,178,32,normalized_life_last_10pct_endpoint,161,True,False,True
pca_reconstruction,engine_237_event_001,237,105,116,12,normalized_life_last_10pct_endpoint,189,True,False,False
pca_reconstruction,engine_237_event_002,237,190,209,20,normalized_life_last_10pct_endpoint,189,False,True,False
pca_reconstruction,engine_238_event_001,238,37,39,3,normalized_life_last_10pct_endpoint,141,True,False,False
pca_reconstruction,engine_238_event_002,238,150,156,7,normalized_life_last_10pct_endpoint,141,False,True,False
pca_reconstruction,engine_243_event_001,243,65,67,3,normalized_life_last_10pct_endpoint,208,True,False,False
pca_reconstruction,engine_243_event_002,243,195,230,36,normalized_life_last_10pct_endpoint,208,True,False,True
pca_reconstruction,engine_245_event_001,245,219,253,35,normalized_life_last_10pct_endpoint,228,True,False,True
pca_reconstruction,engine_248_event_001,248,202,234,33,normalized_life_last_10pct_endpoint,211,True,False,True
pca_reconstruction,engine_251_event_001,251,252,266,15,normalized_life_last_10pct_endpoint,240,False,True,False
pca_reconstruction,engine_3_event_001,3,201,206,6,normalized_life_last_20pct_endpoint,165,False,True,False
pca_reconstruction,engine_4_event_001,4,208,235,28,normalized_life_last_20pct_endpoint,189,False,True,False
pca_reconstruction,engine_11_event_001,11,145,157,13,normalized_life_last_20pct_endpoint,217,True,False,False
pca_reconstruction,engine_11_event_002,11,246,271,26,normalized_life_last_20pct_endpoint,217,False,True,False
pca_reconstruction,engine_15_event_001,15,204,209,6,normalized_life_last_20pct_endpoint,168,False,True,False
pca_reconstruction,engine_28_event_001,28,171,200,30,normalized_life_last_20pct_endpoint,161,False,True,False
pca_reconstruction,engine_31_event_001,31,309,315,7,normalized_life_last_20pct_endpoint,275,False,True,False
pca_reconstruction,engine_31_event_002,31,324,343,20,normalized_life_last_20pct_endpoint,275,False,True,False
pca_reconstruction,engine_33_event_001,33,179,195,17,normalized_life_last_20pct_endpoint,157,False,True,False
pca_reconstruction,engine_34_event_001,34,199,205,7,normalized_life_last_20pct_endpoint,165,False,True,False
pca_reconstruction,engine_37_event_001,37,185,210,26,normalized_life_last_20pct_endpoint,169,False,True,False
pca_reconstruction,engine_38_event_001,38,175,177,3,normalized_life_last_20pct_endpoint,142,False,True,False
pca_reconstruction,engine_40_event_001,40,145,193,49,normalized_life_last_20pct_endpoint,155,True,False,True
pca_reconstruction,engine_43_event_001,43,158,211,54,normalized_life_last_20pct_endpoint,169,True,False,True
pca_reconstruction,engine_55_event_001,55,155,159,5,normalized_life_last_20pct_endpoint,128,False,True,False
pca_reconstruction,engine_56_event_001,56,152,163,12,normalized_life_last_20pct_endpoint,131,False,True,False
pca_reconstruction,engine_64_event_001,64,268,282,15,normalized_life_last_20pct_endpoint,226,False,True,False
pca_reconstruction,engine_79_event_001,79,176,181,6,normalized_life_last_20pct_endpoint,145,False,True,False
pca_reconstruction,engine_83_event_001,83,146,153,8,normalized_life_last_20pct_endpoint,137,False,True,False
pca_reconstruction,engine_83_event_002,83,169,170,2,normalized_life_last_20pct_endpoint,137,False,True,False
pca_reconstruction,engine_99_event_001,99,186,202,17,normalized_life_last_20pct_endpoint,162,False,True,False
pca_reconstruction,engine_107_event_001,107,131,145,15,normalized_life_last_20pct_endpoint,117,False,True,False
pca_reconstruction,engine_108_event_001,108,155,156,2,normalized_life_last_20pct_endpoint,125,False,True,False
pca_reconstruction,engine_111_event_001,111,179,200,22,normalized_life_last_20pct_endpoint,161,False,True,False
pca_reconstruction,engine_117_event_001,117,158,177,20,normalized_life_last_20pct_endpoint,142,False,True,False
pca_reconstruction,engine_124_event_001,124,230,267,38,normalized_life_last_20pct_endpoint,214,False,True,False
pca_reconstruction,engine_129_event_001,129,198,202,5,normalized_life_last_20pct_endpoint,162,False,True,False
pca_reconstruction,engine_132_event_001,132,179,183,5,normalized_life_last_20pct_endpoint,147,False,True,False
pca_reconstruction,engine_145_event_001,145,205,251,47,normalized_life_last_20pct_endpoint,201,False,True,False
pca_reconstruction,engine_150_event_001,150,190,222,33,normalized_life_last_20pct_endpoint,178,False,True,False
pca_reconstruction,engine_153_event_001,153,221,233,13,normalized_life_last_20pct_endpoint,234,True,False,False
pca_reconstruction,engine_153_event_002,153,272,292,21,normalized_life_last_20pct_endpoint,234,False,True,False
pca_reconstruction,engine_156_event_001,156,297,299,3,normalized_life_last_20pct_endpoint,240,False,True,False
pca_reconstruction,engine_158_event_001,158,289,308,20,normalized_life_last_20pct_endpoint,247,False,True,False
pca_reconstruction,engine_162_event_001,162,189,194,6,normalized_life_last_20pct_endpoint,156,False,True,False
pca_reconstruction,engine_169_event_001,169,182,185,4,normalized_life_last_20pct_endpoint,149,False,True,False
pca_reconstruction,engine_170_event_001,170,145,159,15,normalized_life_last_20pct_endpoint,144,False,True,False
pca_reconstruction,engine_186_event_001,186,181,194,14,normalized_life_last_20pct_endpoint,156,False,True,False
pca_reconstruction,engine_192_event_001,192,132,133,2,normalized_life_last_20pct_endpoint,107,False,True,False
pca_reconstruction,engine_206_event_001,206,175,221,47,normalized_life_last_20pct_endpoint,177,True,False,True
pca_reconstruction,engine_208_event_001,208,133,150,18,normalized_life_last_20pct_endpoint,121,False,True,False
pca_reconstruction,engine_221_event_001,221,147,178,32,normalized_life_last_20pct_endpoint,143,False,True,False
pca_reconstruction,engine_237_event_001,237,105,116,12,normalized_life_last_20pct_endpoint,168,True,False,False
pca_reconstruction,engine_237_event_002,237,190,209,20,normalized_life_last_20pct_endpoint,168,False,True,False
pca_reconstruction,engine_238_event_001,238,37,39,3,normalized_life_last_20pct_endpoint,125,True,False,False
pca_reconstruction,engine_238_event_002,238,150,156,7,normalized_life_last_20pct_endpoint,125,False,True,False
pca_reconstruction,engine_243_event_001,243,65,67,3,normalized_life_last_20pct_endpoint,185,True,False,False
pca_reconstruction,engine_243_event_002,243,195,230,36,normalized_life_last_20pct_endpoint,185,False,True,False
pca_reconstruction,engine_245_event_001,245,219,253,35,normalized_life_last_20pct_endpoint,203,False,True,False
pca_reconstruction,engine_248_event_001,248,202,234,33,normalized_life_last_20pct_endpoint,188,False,True,False
pca_reconstruction,engine_251_event_001,251,252,266,15,normalized_life_last_20pct_endpoint,213,False,True,False
pca_reconstruction,engine_3_event_001,3,201,206,6,normalized_life_last_30pct_endpoint,145,False,True,False
pca_reconstruction,engine_4_event_001,4,208,235,28,normalized_life_last_30pct_endpoint,165,False,True,False
pca_reconstruction,engine_11_event_001,11,145,157,13,normalized_life_last_30pct_endpoint,190,True,False,False
pca_reconstruction,engine_11_event_002,11,246,271,26,normalized_life_last_30pct_endpoint,190,False,True,False
pca_reconstruction,engine_15_event_001,15,204,209,6,normalized_life_last_30pct_endpoint,147,False,True,False
pca_reconstruction,engine_28_event_001,28,171,200,30,normalized_life_last_30pct_endpoint,141,False,True,False
pca_reconstruction,engine_31_event_001,31,309,315,7,normalized_life_last_30pct_endpoint,241,False,True,False
pca_reconstruction,engine_31_event_002,31,324,343,20,normalized_life_last_30pct_endpoint,241,False,True,False
pca_reconstruction,engine_33_event_001,33,179,195,17,normalized_life_last_30pct_endpoint,137,False,True,False
pca_reconstruction,engine_34_event_001,34,199,205,7,normalized_life_last_30pct_endpoint,144,False,True,False
pca_reconstruction,engine_37_event_001,37,185,210,26,normalized_life_last_30pct_endpoint,148,False,True,False
pca_reconstruction,engine_38_event_001,38,175,177,3,normalized_life_last_30pct_endpoint,124,False,True,False
pca_reconstruction,engine_40_event_001,40,145,193,49,normalized_life_last_30pct_endpoint,136,False,True,False
pca_reconstruction,engine_43_event_001,43,158,211,54,normalized_life_last_30pct_endpoint,148,False,True,False
pca_reconstruction,engine_55_event_001,55,155,159,5,normalized_life_last_30pct_endpoint,112,False,True,False
pca_reconstruction,engine_56_event_001,56,152,163,12,normalized_life_last_30pct_endpoint,115,False,True,False
pca_reconstruction,engine_64_event_001,64,268,282,15,normalized_life_last_30pct_endpoint,198,False,True,False
pca_reconstruction,engine_79_event_001,79,176,181,6,normalized_life_last_30pct_endpoint,127,False,True,False
pca_reconstruction,engine_83_event_001,83,146,153,8,normalized_life_last_30pct_endpoint,119,False,True,False
pca_reconstruction,engine_83_event_002,83,169,170,2,normalized_life_last_30pct_endpoint,119,False,True,False
pca_reconstruction,engine_99_event_001,99,186,202,17,normalized_life_last_30pct_endpoint,142,False,True,False
pca_reconstruction,engine_107_event_001,107,131,145,15,normalized_life_last_30pct_endpoint,102,False,True,False
pca_reconstruction,engine_108_event_001,108,155,156,2,normalized_life_last_30pct_endpoint,110,False,True,False
pca_reconstruction,engine_111_event_001,111,179,200,22,normalized_life_last_30pct_endpoint,141,False,True,False
pca_reconstruction,engine_117_event_001,117,158,177,20,normalized_life_last_30pct_endpoint,124,False,True,False
pca_reconstruction,engine_124_event_001,124,230,267,38,normalized_life_last_30pct_endpoint,187,False,True,False
pca_reconstruction,engine_129_event_001,129,198,202,5,normalized_life_last_30pct_endpoint,142,False,True,False
pca_reconstruction,engine_132_event_001,132,179,183,5,normalized_life_last_30pct_endpoint,129,False,True,False
pca_reconstruction,engine_145_event_001,145,205,251,47,normalized_life_last_30pct_endpoint,176,False,True,False
pca_reconstruction,engine_150_event_001,150,190,222,33,normalized_life_last_30pct_endpoint,156,False,True,False
pca_reconstruction,engine_153_event_001,153,221,233,13,normalized_life_last_30pct_endpoint,205,False,True,False
pca_reconstruction,engine_153_event_002,153,272,292,21,normalized_life_last_30pct_endpoint,205,False,True,False
pca_reconstruction,engine_156_event_001,156,297,299,3,normalized_life_last_30pct_endpoint,210,False,True,False
pca_reconstruction,engine_158_event_001,158,289,308,20,normalized_life_last_30pct_endpoint,216,False,True,False
pca_reconstruction,engine_162_event_001,162,189,194,6,normalized_life_last_30pct_endpoint,136,False,True,False
pca_reconstruction,engine_169_event_001,169,182,185,4,normalized_life_last_30pct_endpoint,130,False,True,False
pca_reconstruction,engine_170_event_001,170,145,159,15,normalized_life_last_30pct_endpoint,126,False,True,False
pca_reconstruction,engine_186_event_001,186,181,194,14,normalized_life_last_30pct_endpoint,136,False,True,False
pca_reconstruction,engine_192_event_001,192,132,133,2,normalized_life_last_30pct_endpoint,94,False,True,False
pca_reconstruction,engine_206_event_001,206,175,221,47,normalized_life_last_30pct_endpoint,155,False,True,False
pca_reconstruction,engine_208_event_001,208,133,150,18,normalized_life_last_30pct_endpoint,106,False,True,False
pca_reconstruction,engine_221_event_001,221,147,178,32,normalized_life_last_30pct_endpoint,125,False,True,False
pca_reconstruction,engine_237_event_001,237,105,116,12,normalized_life_last_30pct_endpoint,147,True,False,False
pca_reconstruction,engine_237_event_002,237,190,209,20,normalized_life_last_30pct_endpoint,147,False,True,False
pca_reconstruction,engine_238_event_001,238,37,39,3,normalized_life_last_30pct_endpoint,110,True,False,False
pca_reconstruction,engine_238_event_002,238,150,156,7,normalized_life_last_30pct_endpoint,110,False,True,False
pca_reconstruction,engine_243_event_001,243,65,67,3,normalized_life_last_30pct_endpoint,162,True,False,False
pca_reconstruction,engine_243_event_002,243,195,230,36,normalized_life_last_30pct_endpoint,162,False,True,False
pca_reconstruction,engine_245_event_001,245,219,253,35,normalized_life_last_30pct_endpoint,178,False,True,False
pca_reconstruction,engine_248_event_001,248,202,234,33,normalized_life_last_30pct_endpoint,164,False,True,False
pca_reconstruction,engine_251_event_001,251,252,266,15,normalized_life_last_30pct_endpoint,187,False,True,False
pca_reconstruction,engine_3_event_001,3,201,206,6,normalized_life_last_20pct_full_window,165,False,True,False
pca_reconstruction,engine_4_event_001,4,208,235,28,normalized_life_last_20pct_full_window,189,False,True,False
pca_reconstruction,engine_11_event_001,11,145,157,13,normalized_life_last_20pct_full_window,217,True,False,False
pca_reconstruction,engine_11_event_002,11,246,271,26,normalized_life_last_20pct_full_window,217,False,True,False
pca_reconstruction,engine_15_event_001,15,204,209,6,normalized_life_last_20pct_full_window,168,False,True,False
pca_reconstruction,engine_28_event_001,28,171,200,30,normalized_life_last_20pct_full_window,161,False,True,False
pca_reconstruction,engine_31_event_001,31,309,315,7,normalized_life_last_20pct_full_window,275,False,True,False
pca_reconstruction,engine_31_event_002,31,324,343,20,normalized_life_last_20pct_full_window,275,False,True,False
pca_reconstruction,engine_33_event_001,33,179,195,17,normalized_life_last_20pct_full_window,157,False,True,False
pca_reconstruction,engine_34_event_001,34,199,205,7,normalized_life_last_20pct_full_window,165,False,True,False
pca_reconstruction,engine_37_event_001,37,185,210,26,normalized_life_last_20pct_full_window,169,False,True,False
pca_reconstruction,engine_38_event_001,38,175,177,3,normalized_life_last_20pct_full_window,142,False,True,False
pca_reconstruction,engine_40_event_001,40,145,193,49,normalized_life_last_20pct_full_window,155,True,False,True
pca_reconstruction,engine_43_event_001,43,158,211,54,normalized_life_last_20pct_full_window,169,True,False,True
pca_reconstruction,engine_55_event_001,55,155,159,5,normalized_life_last_20pct_full_window,128,False,True,False
pca_reconstruction,engine_56_event_001,56,152,163,12,normalized_life_last_20pct_full_window,131,False,True,False
pca_reconstruction,engine_64_event_001,64,268,282,15,normalized_life_last_20pct_full_window,226,False,True,False
pca_reconstruction,engine_79_event_001,79,176,181,6,normalized_life_last_20pct_full_window,145,False,True,False
pca_reconstruction,engine_83_event_001,83,146,153,8,normalized_life_last_20pct_full_window,137,False,True,False
pca_reconstruction,engine_83_event_002,83,169,170,2,normalized_life_last_20pct_full_window,137,False,True,False
pca_reconstruction,engine_99_event_001,99,186,202,17,normalized_life_last_20pct_full_window,162,False,True,False
pca_reconstruction,engine_107_event_001,107,131,145,15,normalized_life_last_20pct_full_window,117,False,True,False
pca_reconstruction,engine_108_event_001,108,155,156,2,normalized_life_last_20pct_full_window,125,False,True,False
pca_reconstruction,engine_111_event_001,111,179,200,22,normalized_life_last_20pct_full_window,161,False,True,False
pca_reconstruction,engine_117_event_001,117,158,177,20,normalized_life_last_20pct_full_window,142,False,True,False
pca_reconstruction,engine_124_event_001,124,230,267,38,normalized_life_last_20pct_full_window,214,False,True,False
pca_reconstruction,engine_129_event_001,129,198,202,5,normalized_life_last_20pct_full_window,162,False,True,False
pca_reconstruction,engine_132_event_001,132,179,183,5,normalized_life_last_20pct_full_window,147,False,True,False
pca_reconstruction,engine_145_event_001,145,205,251,47,normalized_life_last_20pct_full_window,201,False,True,False
pca_reconstruction,engine_150_event_001,150,190,222,33,normalized_life_last_20pct_full_window,178,False,True,False
pca_reconstruction,engine_153_event_001,153,221,233,13,normalized_life_last_20pct_full_window,234,True,False,False
pca_reconstruction,engine_153_event_002,153,272,292,21,normalized_life_last_20pct_full_window,234,False,True,False
pca_reconstruction,engine_156_event_001,156,297,299,3,normalized_life_last_20pct_full_window,240,False,True,False
pca_reconstruction,engine_158_event_001,158,289,308,20,normalized_life_last_20pct_full_window,247,False,True,False
pca_reconstruction,engine_162_event_001,162,189,194,6,normalized_life_last_20pct_full_window,156,False,True,False
pca_reconstruction,engine_169_event_001,169,182,185,4,normalized_life_last_20pct_full_window,149,False,True,False
pca_reconstruction,engine_170_event_001,170,145,159,15,normalized_life_last_20pct_full_window,144,False,True,False
pca_reconstruction,engine_186_event_001,186,181,194,14,normalized_life_last_20pct_full_window,156,False,True,False
pca_reconstruction,engine_192_event_001,192,132,133,2,normalized_life_last_20pct_full_window,107,False,True,False
pca_reconstruction,engine_206_event_001,206,175,221,47,normalized_life_last_20pct_full_window,177,True,False,True
pca_reconstruction,engine_208_event_001,208,133,150,18,normalized_life_last_20pct_full_window,121,False,True,False
pca_reconstruction,engine_221_event_001,221,147,178,32,normalized_life_last_20pct_full_window,143,False,True,False
pca_reconstruction,engine_237_event_001,237,105,116,12,normalized_life_last_20pct_full_window,168,True,False,False
pca_reconstruction,engine_237_event_002,237,190,209,20,normalized_life_last_20pct_full_window,168,False,True,False
pca_reconstruction,engine_238_event_001,238,37,39,3,normalized_life_last_20pct_full_window,125,True,False,False
pca_reconstruction,engine_238_event_002,238,150,156,7,normalized_life_last_20pct_full_window,125,False,True,False
pca_reconstruction,engine_243_event_001,243,65,67,3,normalized_life_last_20pct_full_window,185,True,False,False
pca_reconstruction,engine_243_event_002,243,195,230,36,normalized_life_last_20pct_full_window,185,False,True,False
pca_reconstruction,engine_245_event_001,245,219,253,35,normalized_life_last_20pct_full_window,203,False,True,False
pca_reconstruction,engine_248_event_001,248,202,234,33,normalized_life_last_20pct_full_window,188,False,True,False
pca_reconstruction,engine_251_event_001,251,252,266,15,normalized_life_last_20pct_full_window,213,False,True,False
pca_reconstruction,engine_3_event_001,3,201,206,6,normalized_life_last_30pct_full_window,145,False,True,False
pca_reconstruction,engine_4_event_001,4,208,235,28,normalized_life_last_30pct_full_window,165,False,True,False
pca_reconstruction,engine_11_event_001,11,145,157,13,normalized_life_last_30pct_full_window,190,True,False,False
pca_reconstruction,engine_11_event_002,11,246,271,26,normalized_life_last_30pct_full_window,190,False,True,False
pca_reconstruction,engine_15_event_001,15,204,209,6,normalized_life_last_30pct_full_window,147,False,True,False
pca_reconstruction,engine_28_event_001,28,171,200,30,normalized_life_last_30pct_full_window,141,False,True,False
pca_reconstruction,engine_31_event_001,31,309,315,7,normalized_life_last_30pct_full_window,241,False,True,False
pca_reconstruction,engine_31_event_002,31,324,343,20,normalized_life_last_30pct_full_window,241,False,True,False
pca_reconstruction,engine_33_event_001,33,179,195,17,normalized_life_last_30pct_full_window,137,False,True,False
pca_reconstruction,engine_34_event_001,34,199,205,7,normalized_life_last_30pct_full_window,144,False,True,False
pca_reconstruction,engine_37_event_001,37,185,210,26,normalized_life_last_30pct_full_window,148,False,True,False
pca_reconstruction,engine_38_event_001,38,175,177,3,normalized_life_last_30pct_full_window,124,False,True,False
pca_reconstruction,engine_40_event_001,40,145,193,49,normalized_life_last_30pct_full_window,136,False,True,False
pca_reconstruction,engine_43_event_001,43,158,211,54,normalized_life_last_30pct_full_window,148,False,True,False
pca_reconstruction,engine_55_event_001,55,155,159,5,normalized_life_last_30pct_full_window,112,False,True,False
pca_reconstruction,engine_56_event_001,56,152,163,12,normalized_life_last_30pct_full_window,115,False,True,False
pca_reconstruction,engine_64_event_001,64,268,282,15,normalized_life_last_30pct_full_window,198,False,True,False
pca_reconstruction,engine_79_event_001,79,176,181,6,normalized_life_last_30pct_full_window,127,False,True,False
pca_reconstruction,engine_83_event_001,83,146,153,8,normalized_life_last_30pct_full_window,119,False,True,False
pca_reconstruction,engine_83_event_002,83,169,170,2,normalized_life_last_30pct_full_window,119,False,True,False
pca_reconstruction,engine_99_event_001,99,186,202,17,normalized_life_last_30pct_full_window,142,False,True,False
pca_reconstruction,engine_107_event_001,107,131,145,15,normalized_life_last_30pct_full_window,102,False,True,False
pca_reconstruction,engine_108_event_001,108,155,156,2,normalized_life_last_30pct_full_window,110,False,True,False
pca_reconstruction,engine_111_event_001,111,179,200,22,normalized_life_last_30pct_full_window,141,False,True,False
pca_reconstruction,engine_117_event_001,117,158,177,20,normalized_life_last_30pct_full_window,124,False,True,False
pca_reconstruction,engine_124_event_001,124,230,267,38,normalized_life_last_30pct_full_window,187,False,True,False
pca_reconstruction,engine_129_event_001,129,198,202,5,normalized_life_last_30pct_full_window,142,False,True,False
pca_reconstruction,engine_132_event_001,132,179,183,5,normalized_life_last_30pct_full_window,129,False,True,False
pca_reconstruction,engine_145_event_001,145,205,251,47,normalized_life_last_30pct_full_window,176,False,True,False
pca_reconstruction,engine_150_event_001,150,190,222,33,normalized_life_last_30pct_full_window,156,False,True,False
pca_reconstruction,engine_153_event_001,153,221,233,13,normalized_life_last_30pct_full_window,205,False,True,False
pca_reconstruction,engine_153_event_002,153,272,292,21,normalized_life_last_30pct_full_window,205,False,True,False
pca_reconstruction,engine_156_event_001,156,297,299,3,normalized_life_last_30pct_full_window,210,False,True,False
pca_reconstruction,engine_158_event_001,158,289,308,20,normalized_life_last_30pct_full_window,216,False,True,False
pca_reconstruction,engine_162_event_001,162,189,194,6,normalized_life_last_30pct_full_window,136,False,True,False
pca_reconstruction,engine_169_event_001,169,182,185,4,normalized_life_last_30pct_full_window,130,False,True,False
pca_reconstruction,engine_170_event_001,170,145,159,15,normalized_life_last_30pct_full_window,126,False,True,False
pca_reconstruction,engine_186_event_001,186,181,194,14,normalized_life_last_30pct_full_window,136,False,True,False
pca_reconstruction,engine_192_event_001,192,132,133,2,normalized_life_last_30pct_full_window,94,False,True,False
pca_reconstruction,engine_206_event_001,206,175,221,47,normalized_life_last_30pct_full_window,155,False,True,False
pca_reconstruction,engine_208_event_001,208,133,150,18,normalized_life_last_30pct_full_window,106,False,True,False
pca_reconstruction,engine_221_event_001,221,147,178,32,normalized_life_last_30pct_full_window,125,False,True,False
pca_reconstruction,engine_237_event_001,237,105,116,12,normalized_life_last_30pct_full_window,147,True,False,False
pca_reconstruction,engine_237_event_002,237,190,209,20,normalized_life_last_30pct_full_window,147,False,True,False
pca_reconstruction,engine_238_event_001,238,37,39,3,normalized_life_last_30pct_full_window,110,True,False,False
pca_reconstruction,engine_238_event_002,238,150,156,7,normalized_life_last_30pct_full_window,110,False,True,False
pca_reconstruction,engine_243_event_001,243,65,67,3,normalized_life_last_30pct_full_window,162,True,False,False
pca_reconstruction,engine_243_event_002,243,195,230,36,normalized_life_last_30pct_full_window,162,False,True,False
pca_reconstruction,engine_245_event_001,245,219,253,35,normalized_life_last_30pct_full_window,178,False,True,False
pca_reconstruction,engine_248_event_001,248,202,234,33,normalized_life_last_30pct_full_window,164,False,True,False
pca_reconstruction,engine_251_event_001,251,252,266,15,normalized_life_last_30pct_full_window,187,False,True,False
lstm_calibrated_ensemble,engine_3_event_001,3,202,206,5,normalized_life_last_10pct_endpoint,186,False,True,False
lstm_calibrated_ensemble,engine_4_event_001,4,182,235,54,normalized_life_last_10pct_endpoint,212,True,False,True
lstm_calibrated_ensemble,engine_11_event_001,11,135,157,23,normalized_life_last_10pct_endpoint,244,True,False,False
lstm_calibrated_ensemble,engine_11_event_002,11,228,271,44,normalized_life_last_10pct_endpoint,244,True,False,True
lstm_calibrated_ensemble,engine_15_event_001,15,192,209,18,normalized_life_last_10pct_endpoint,189,False,True,False
lstm_calibrated_ensemble,engine_28_event_001,28,175,200,26,normalized_life_last_10pct_endpoint,181,True,False,True
lstm_calibrated_ensemble,engine_31_event_001,31,218,223,6,normalized_life_last_10pct_endpoint,309,True,False,False
lstm_calibrated_ensemble,engine_31_event_002,31,282,343,62,normalized_life_last_10pct_endpoint,309,True,False,True
lstm_calibrated_ensemble,engine_33_event_001,33,174,195,22,normalized_life_last_10pct_endpoint,176,True,False,True
lstm_calibrated_ensemble,engine_34_event_001,34,204,205,2,normalized_life_last_10pct_endpoint,185,False,True,False
lstm_calibrated_ensemble,engine_37_event_001,37,198,210,13,normalized_life_last_10pct_endpoint,190,False,True,False
lstm_calibrated_ensemble,engine_38_event_001,38,174,177,4,normalized_life_last_10pct_endpoint,160,False,True,False
lstm_calibrated_ensemble,engine_40_event_001,40,149,155,7,normalized_life_last_10pct_endpoint,174,True,False,False
lstm_calibrated_ensemble,engine_40_event_002,40,159,193,35,normalized_life_last_10pct_endpoint,174,True,False,True
lstm_calibrated_ensemble,engine_43_event_001,43,151,211,61,normalized_life_last_10pct_endpoint,190,True,False,True
lstm_calibrated_ensemble,engine_50_event_001,50,217,222,6,normalized_life_last_10pct_endpoint,200,False,True,False
