detector_id,policy_id,engine,onset_cycle,max_cycle,first_detection_end_cycle,detected,missed,false_event_count,healthy_false_alert,crossing_event_count,total_event_count,first_alert_delay,lead_cycles
pca_reconstruction,normalized_life_last_10pct_endpoint,170,162,179,,False,True,1,True,0,1,,
pca_reconstruction,normalized_life_last_10pct_endpoint,186,175,194,181.0,True,False,0,False,0,1,6.0,13.0
pca_reconstruction,normalized_life_last_10pct_endpoint,187,152,168,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_10pct_endpoint,192,120,133,132.0,True,False,0,False,0,1,12.0,1.0
pca_reconstruction,normalized_life_last_10pct_endpoint,206,199,221,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_10pct_endpoint,208,136,150,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_10pct_endpoint,217,146,162,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_10pct_endpoint,221,161,178,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_10pct_endpoint,230,168,186,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_10pct_endpoint,231,130,144,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_10pct_endpoint,237,189,209,190.0,True,False,1,True,0,2,1.0,19.0
pca_reconstruction,normalized_life_last_10pct_endpoint,238,141,156,150.0,True,False,1,True,0,2,9.0,6.0
pca_reconstruction,normalized_life_last_10pct_endpoint,243,208,230,,False,True,2,True,1,2,,
pca_reconstruction,normalized_life_last_10pct_endpoint,245,228,253,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_10pct_endpoint,248,211,234,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_10pct_endpoint,251,240,266,252.0,True,False,0,False,0,1,12.0,14.0
pca_reconstruction,normalized_life_last_20pct_endpoint,3,165,206,201.0,True,False,0,False,0,1,36.0,5.0
pca_reconstruction,normalized_life_last_20pct_endpoint,4,189,235,208.0,True,False,0,False,0,1,19.0,27.0
pca_reconstruction,normalized_life_last_20pct_endpoint,11,217,271,246.0,True,False,1,True,0,2,29.0,25.0
pca_reconstruction,normalized_life_last_20pct_endpoint,15,168,209,204.0,True,False,0,False,0,1,36.0,5.0
pca_reconstruction,normalized_life_last_20pct_endpoint,28,161,200,171.0,True,False,0,False,0,1,10.0,29.0
pca_reconstruction,normalized_life_last_20pct_endpoint,31,275,343,309.0,True,False,0,False,0,2,34.0,34.0
pca_reconstruction,normalized_life_last_20pct_endpoint,33,157,195,179.0,True,False,0,False,0,1,22.0,16.0
pca_reconstruction,normalized_life_last_20pct_endpoint,34,165,205,199.0,True,False,0,False,0,1,34.0,6.0
pca_reconstruction,normalized_life_last_20pct_endpoint,37,169,210,185.0,True,False,0,False,0,1,16.0,25.0
pca_reconstruction,normalized_life_last_20pct_endpoint,38,142,177,175.0,True,False,0,False,0,1,33.0,2.0
pca_reconstruction,normalized_life_last_20pct_endpoint,40,155,193,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_20pct_endpoint,43,169,211,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_20pct_endpoint,50,178,222,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,55,128,159,155.0,True,False,0,False,0,1,27.0,4.0
pca_reconstruction,normalized_life_last_20pct_endpoint,56,131,163,152.0,True,False,0,False,0,1,21.0,11.0
pca_reconstruction,normalized_life_last_20pct_endpoint,64,226,282,268.0,True,False,0,False,0,1,42.0,14.0
pca_reconstruction,normalized_life_last_20pct_endpoint,78,129,161,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,79,145,181,176.0,True,False,0,False,0,1,31.0,5.0
pca_reconstruction,normalized_life_last_20pct_endpoint,83,137,170,146.0,True,False,0,False,0,2,9.0,24.0
pca_reconstruction,normalized_life_last_20pct_endpoint,99,162,202,186.0,True,False,0,False,0,1,24.0,16.0
pca_reconstruction,normalized_life_last_20pct_endpoint,103,225,280,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,107,117,145,131.0,True,False,0,False,0,1,14.0,14.0
pca_reconstruction,normalized_life_last_20pct_endpoint,108,125,156,155.0,True,False,0,False,0,1,30.0,1.0
pca_reconstruction,normalized_life_last_20pct_endpoint,111,161,200,179.0,True,False,0,False,0,1,18.0,21.0
pca_reconstruction,normalized_life_last_20pct_endpoint,117,142,177,158.0,True,False,0,False,0,1,16.0,19.0
pca_reconstruction,normalized_life_last_20pct_endpoint,124,214,267,230.0,True,False,0,False,0,1,16.0,37.0
pca_reconstruction,normalized_life_last_20pct_endpoint,129,162,202,198.0,True,False,0,False,0,1,36.0,4.0
pca_reconstruction,normalized_life_last_20pct_endpoint,132,147,183,179.0,True,False,0,False,0,1,32.0,4.0
pca_reconstruction,normalized_life_last_20pct_endpoint,136,129,160,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,145,201,251,205.0,True,False,0,False,0,1,4.0,46.0
pca_reconstruction,normalized_life_last_20pct_endpoint,150,178,222,190.0,True,False,0,False,0,1,12.0,32.0
pca_reconstruction,normalized_life_last_20pct_endpoint,153,234,292,272.0,True,False,1,True,0,2,38.0,20.0
pca_reconstruction,normalized_life_last_20pct_endpoint,156,240,299,297.0,True,False,0,False,0,1,57.0,2.0
pca_reconstruction,normalized_life_last_20pct_endpoint,158,247,308,289.0,True,False,0,False,0,1,42.0,19.0
pca_reconstruction,normalized_life_last_20pct_endpoint,162,156,194,189.0,True,False,0,False,0,1,33.0,5.0
pca_reconstruction,normalized_life_last_20pct_endpoint,169,149,185,182.0,True,False,0,False,0,1,33.0,3.0
pca_reconstruction,normalized_life_last_20pct_endpoint,170,144,179,145.0,True,False,0,False,0,1,1.0,34.0
pca_reconstruction,normalized_life_last_20pct_endpoint,186,156,194,181.0,True,False,0,False,0,1,25.0,13.0
pca_reconstruction,normalized_life_last_20pct_endpoint,187,135,168,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,192,107,133,132.0,True,False,0,False,0,1,25.0,1.0
pca_reconstruction,normalized_life_last_20pct_endpoint,206,177,221,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_20pct_endpoint,208,121,150,133.0,True,False,0,False,0,1,12.0,17.0
pca_reconstruction,normalized_life_last_20pct_endpoint,217,130,162,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,221,143,178,147.0,True,False,0,False,0,1,4.0,31.0
pca_reconstruction,normalized_life_last_20pct_endpoint,230,149,186,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,231,116,144,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_endpoint,237,168,209,190.0,True,False,1,True,0,2,22.0,19.0
pca_reconstruction,normalized_life_last_20pct_endpoint,238,125,156,150.0,True,False,1,True,0,2,25.0,6.0
pca_reconstruction,normalized_life_last_20pct_endpoint,243,185,230,195.0,True,False,1,True,0,2,10.0,35.0
pca_reconstruction,normalized_life_last_20pct_endpoint,245,203,253,219.0,True,False,0,False,0,1,16.0,34.0
pca_reconstruction,normalized_life_last_20pct_endpoint,248,188,234,202.0,True,False,0,False,0,1,14.0,32.0
pca_reconstruction,normalized_life_last_20pct_endpoint,251,213,266,252.0,True,False,0,False,0,1,39.0,14.0
pca_reconstruction,normalized_life_last_30pct_endpoint,3,145,206,201.0,True,False,0,False,0,1,56.0,5.0
pca_reconstruction,normalized_life_last_30pct_endpoint,4,165,235,208.0,True,False,0,False,0,1,43.0,27.0
pca_reconstruction,normalized_life_last_30pct_endpoint,11,190,271,246.0,True,False,1,True,0,2,56.0,25.0
pca_reconstruction,normalized_life_last_30pct_endpoint,15,147,209,204.0,True,False,0,False,0,1,57.0,5.0
pca_reconstruction,normalized_life_last_30pct_endpoint,28,141,200,171.0,True,False,0,False,0,1,30.0,29.0
pca_reconstruction,normalized_life_last_30pct_endpoint,31,241,343,309.0,True,False,0,False,0,2,68.0,34.0
pca_reconstruction,normalized_life_last_30pct_endpoint,33,137,195,179.0,True,False,0,False,0,1,42.0,16.0
pca_reconstruction,normalized_life_last_30pct_endpoint,34,144,205,199.0,True,False,0,False,0,1,55.0,6.0
pca_reconstruction,normalized_life_last_30pct_endpoint,37,148,210,185.0,True,False,0,False,0,1,37.0,25.0
pca_reconstruction,normalized_life_last_30pct_endpoint,38,124,177,175.0,True,False,0,False,0,1,51.0,2.0
pca_reconstruction,normalized_life_last_30pct_endpoint,40,136,193,145.0,True,False,0,False,0,1,9.0,48.0
pca_reconstruction,normalized_life_last_30pct_endpoint,43,148,211,158.0,True,False,0,False,0,1,10.0,53.0
pca_reconstruction,normalized_life_last_30pct_endpoint,50,156,222,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,55,112,159,155.0,True,False,0,False,0,1,43.0,4.0
pca_reconstruction,normalized_life_last_30pct_endpoint,56,115,163,152.0,True,False,0,False,0,1,37.0,11.0
pca_reconstruction,normalized_life_last_30pct_endpoint,64,198,282,268.0,True,False,0,False,0,1,70.0,14.0
pca_reconstruction,normalized_life_last_30pct_endpoint,78,113,161,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,79,127,181,176.0,True,False,0,False,0,1,49.0,5.0
pca_reconstruction,normalized_life_last_30pct_endpoint,83,119,170,146.0,True,False,0,False,0,2,27.0,24.0
pca_reconstruction,normalized_life_last_30pct_endpoint,99,142,202,186.0,True,False,0,False,0,1,44.0,16.0
pca_reconstruction,normalized_life_last_30pct_endpoint,103,197,280,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,107,102,145,131.0,True,False,0,False,0,1,29.0,14.0
pca_reconstruction,normalized_life_last_30pct_endpoint,108,110,156,155.0,True,False,0,False,0,1,45.0,1.0
pca_reconstruction,normalized_life_last_30pct_endpoint,111,141,200,179.0,True,False,0,False,0,1,38.0,21.0
pca_reconstruction,normalized_life_last_30pct_endpoint,117,124,177,158.0,True,False,0,False,0,1,34.0,19.0
pca_reconstruction,normalized_life_last_30pct_endpoint,124,187,267,230.0,True,False,0,False,0,1,43.0,37.0
pca_reconstruction,normalized_life_last_30pct_endpoint,129,142,202,198.0,True,False,0,False,0,1,56.0,4.0
pca_reconstruction,normalized_life_last_30pct_endpoint,132,129,183,179.0,True,False,0,False,0,1,50.0,4.0
pca_reconstruction,normalized_life_last_30pct_endpoint,136,113,160,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,145,176,251,205.0,True,False,0,False,0,1,29.0,46.0
pca_reconstruction,normalized_life_last_30pct_endpoint,150,156,222,190.0,True,False,0,False,0,1,34.0,32.0
pca_reconstruction,normalized_life_last_30pct_endpoint,153,205,292,221.0,True,False,0,False,0,2,16.0,71.0
pca_reconstruction,normalized_life_last_30pct_endpoint,156,210,299,297.0,True,False,0,False,0,1,87.0,2.0
pca_reconstruction,normalized_life_last_30pct_endpoint,158,216,308,289.0,True,False,0,False,0,1,73.0,19.0
pca_reconstruction,normalized_life_last_30pct_endpoint,162,136,194,189.0,True,False,0,False,0,1,53.0,5.0
pca_reconstruction,normalized_life_last_30pct_endpoint,169,130,185,182.0,True,False,0,False,0,1,52.0,3.0
pca_reconstruction,normalized_life_last_30pct_endpoint,170,126,179,145.0,True,False,0,False,0,1,19.0,34.0
pca_reconstruction,normalized_life_last_30pct_endpoint,186,136,194,181.0,True,False,0,False,0,1,45.0,13.0
pca_reconstruction,normalized_life_last_30pct_endpoint,187,118,168,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,192,94,133,132.0,True,False,0,False,0,1,38.0,1.0
pca_reconstruction,normalized_life_last_30pct_endpoint,206,155,221,175.0,True,False,0,False,0,1,20.0,46.0
pca_reconstruction,normalized_life_last_30pct_endpoint,208,106,150,133.0,True,False,0,False,0,1,27.0,17.0
pca_reconstruction,normalized_life_last_30pct_endpoint,217,114,162,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,221,125,178,147.0,True,False,0,False,0,1,22.0,31.0
pca_reconstruction,normalized_life_last_30pct_endpoint,230,131,186,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,231,101,144,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_endpoint,237,147,209,190.0,True,False,1,True,0,2,43.0,19.0
pca_reconstruction,normalized_life_last_30pct_endpoint,238,110,156,150.0,True,False,1,True,0,2,40.0,6.0
pca_reconstruction,normalized_life_last_30pct_endpoint,243,162,230,195.0,True,False,1,True,0,2,33.0,35.0
pca_reconstruction,normalized_life_last_30pct_endpoint,245,178,253,219.0,True,False,0,False,0,1,41.0,34.0
pca_reconstruction,normalized_life_last_30pct_endpoint,248,164,234,202.0,True,False,0,False,0,1,38.0,32.0
pca_reconstruction,normalized_life_last_30pct_endpoint,251,187,266,252.0,True,False,0,False,0,1,65.0,14.0
pca_reconstruction,normalized_life_last_20pct_full_window,3,165,206,201.0,True,False,0,False,0,1,36.0,5.0
pca_reconstruction,normalized_life_last_20pct_full_window,4,189,235,208.0,True,False,0,False,0,1,19.0,27.0
pca_reconstruction,normalized_life_last_20pct_full_window,11,217,271,246.0,True,False,1,True,0,2,29.0,25.0
pca_reconstruction,normalized_life_last_20pct_full_window,15,168,209,204.0,True,False,0,False,0,1,36.0,5.0
pca_reconstruction,normalized_life_last_20pct_full_window,28,161,200,171.0,True,False,0,False,0,1,10.0,29.0
pca_reconstruction,normalized_life_last_20pct_full_window,31,275,343,309.0,True,False,0,False,0,2,34.0,34.0
pca_reconstruction,normalized_life_last_20pct_full_window,33,157,195,179.0,True,False,0,False,0,1,22.0,16.0
pca_reconstruction,normalized_life_last_20pct_full_window,34,165,205,199.0,True,False,0,False,0,1,34.0,6.0
pca_reconstruction,normalized_life_last_20pct_full_window,37,169,210,185.0,True,False,0,False,0,1,16.0,25.0
pca_reconstruction,normalized_life_last_20pct_full_window,38,142,177,175.0,True,False,0,False,0,1,33.0,2.0
pca_reconstruction,normalized_life_last_20pct_full_window,40,155,193,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_20pct_full_window,43,169,211,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_20pct_full_window,50,178,222,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,55,128,159,155.0,True,False,0,False,0,1,27.0,4.0
pca_reconstruction,normalized_life_last_20pct_full_window,56,131,163,152.0,True,False,0,False,0,1,21.0,11.0
pca_reconstruction,normalized_life_last_20pct_full_window,64,226,282,268.0,True,False,0,False,0,1,42.0,14.0
pca_reconstruction,normalized_life_last_20pct_full_window,78,129,161,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,79,145,181,176.0,True,False,0,False,0,1,31.0,5.0
pca_reconstruction,normalized_life_last_20pct_full_window,83,137,170,146.0,True,False,0,False,0,2,9.0,24.0
pca_reconstruction,normalized_life_last_20pct_full_window,99,162,202,186.0,True,False,0,False,0,1,24.0,16.0
pca_reconstruction,normalized_life_last_20pct_full_window,103,225,280,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,107,117,145,131.0,True,False,0,False,0,1,14.0,14.0
pca_reconstruction,normalized_life_last_20pct_full_window,108,125,156,155.0,True,False,0,False,0,1,30.0,1.0
pca_reconstruction,normalized_life_last_20pct_full_window,111,161,200,179.0,True,False,0,False,0,1,18.0,21.0
pca_reconstruction,normalized_life_last_20pct_full_window,117,142,177,158.0,True,False,0,False,0,1,16.0,19.0
pca_reconstruction,normalized_life_last_20pct_full_window,124,214,267,230.0,True,False,0,False,0,1,16.0,37.0
pca_reconstruction,normalized_life_last_20pct_full_window,129,162,202,198.0,True,False,0,False,0,1,36.0,4.0
pca_reconstruction,normalized_life_last_20pct_full_window,132,147,183,179.0,True,False,0,False,0,1,32.0,4.0
pca_reconstruction,normalized_life_last_20pct_full_window,136,129,160,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,145,201,251,205.0,True,False,0,False,0,1,4.0,46.0
pca_reconstruction,normalized_life_last_20pct_full_window,150,178,222,190.0,True,False,0,False,0,1,12.0,32.0
pca_reconstruction,normalized_life_last_20pct_full_window,153,234,292,272.0,True,False,1,True,0,2,38.0,20.0
pca_reconstruction,normalized_life_last_20pct_full_window,156,240,299,297.0,True,False,0,False,0,1,57.0,2.0
pca_reconstruction,normalized_life_last_20pct_full_window,158,247,308,289.0,True,False,0,False,0,1,42.0,19.0
pca_reconstruction,normalized_life_last_20pct_full_window,162,156,194,189.0,True,False,0,False,0,1,33.0,5.0
pca_reconstruction,normalized_life_last_20pct_full_window,169,149,185,182.0,True,False,0,False,0,1,33.0,3.0
pca_reconstruction,normalized_life_last_20pct_full_window,170,144,179,145.0,True,False,0,False,0,1,1.0,34.0
pca_reconstruction,normalized_life_last_20pct_full_window,186,156,194,181.0,True,False,0,False,0,1,25.0,13.0
pca_reconstruction,normalized_life_last_20pct_full_window,187,135,168,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,192,107,133,132.0,True,False,0,False,0,1,25.0,1.0
pca_reconstruction,normalized_life_last_20pct_full_window,206,177,221,,False,True,1,True,1,1,,
pca_reconstruction,normalized_life_last_20pct_full_window,208,121,150,133.0,True,False,0,False,0,1,12.0,17.0
pca_reconstruction,normalized_life_last_20pct_full_window,217,130,162,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,221,143,178,147.0,True,False,0,False,0,1,4.0,31.0
pca_reconstruction,normalized_life_last_20pct_full_window,230,149,186,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,231,116,144,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_20pct_full_window,237,168,209,190.0,True,False,1,True,0,2,22.0,19.0
pca_reconstruction,normalized_life_last_20pct_full_window,238,125,156,150.0,True,False,1,True,0,2,25.0,6.0
pca_reconstruction,normalized_life_last_20pct_full_window,243,185,230,195.0,True,False,1,True,0,2,10.0,35.0
pca_reconstruction,normalized_life_last_20pct_full_window,245,203,253,219.0,True,False,0,False,0,1,16.0,34.0
pca_reconstruction,normalized_life_last_20pct_full_window,248,188,234,202.0,True,False,0,False,0,1,14.0,32.0
pca_reconstruction,normalized_life_last_20pct_full_window,251,213,266,252.0,True,False,0,False,0,1,39.0,14.0
pca_reconstruction,normalized_life_last_30pct_full_window,3,145,206,201.0,True,False,0,False,0,1,56.0,5.0
pca_reconstruction,normalized_life_last_30pct_full_window,4,165,235,208.0,True,False,0,False,0,1,43.0,27.0
pca_reconstruction,normalized_life_last_30pct_full_window,11,190,271,246.0,True,False,1,True,0,2,56.0,25.0
pca_reconstruction,normalized_life_last_30pct_full_window,15,147,209,204.0,True,False,0,False,0,1,57.0,5.0
pca_reconstruction,normalized_life_last_30pct_full_window,28,141,200,171.0,True,False,0,False,0,1,30.0,29.0
pca_reconstruction,normalized_life_last_30pct_full_window,31,241,343,309.0,True,False,0,False,0,2,68.0,34.0
pca_reconstruction,normalized_life_last_30pct_full_window,33,137,195,179.0,True,False,0,False,0,1,42.0,16.0
pca_reconstruction,normalized_life_last_30pct_full_window,34,144,205,199.0,True,False,0,False,0,1,55.0,6.0
pca_reconstruction,normalized_life_last_30pct_full_window,37,148,210,185.0,True,False,0,False,0,1,37.0,25.0
pca_reconstruction,normalized_life_last_30pct_full_window,38,124,177,175.0,True,False,0,False,0,1,51.0,2.0
pca_reconstruction,normalized_life_last_30pct_full_window,40,136,193,145.0,True,False,0,False,0,1,9.0,48.0
pca_reconstruction,normalized_life_last_30pct_full_window,43,148,211,158.0,True,False,0,False,0,1,10.0,53.0
pca_reconstruction,normalized_life_last_30pct_full_window,50,156,222,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,55,112,159,155.0,True,False,0,False,0,1,43.0,4.0
pca_reconstruction,normalized_life_last_30pct_full_window,56,115,163,152.0,True,False,0,False,0,1,37.0,11.0
pca_reconstruction,normalized_life_last_30pct_full_window,64,198,282,268.0,True,False,0,False,0,1,70.0,14.0
pca_reconstruction,normalized_life_last_30pct_full_window,78,113,161,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,79,127,181,176.0,True,False,0,False,0,1,49.0,5.0
pca_reconstruction,normalized_life_last_30pct_full_window,83,119,170,146.0,True,False,0,False,0,2,27.0,24.0
pca_reconstruction,normalized_life_last_30pct_full_window,99,142,202,186.0,True,False,0,False,0,1,44.0,16.0
pca_reconstruction,normalized_life_last_30pct_full_window,103,197,280,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,107,102,145,131.0,True,False,0,False,0,1,29.0,14.0
pca_reconstruction,normalized_life_last_30pct_full_window,108,110,156,155.0,True,False,0,False,0,1,45.0,1.0
pca_reconstruction,normalized_life_last_30pct_full_window,111,141,200,179.0,True,False,0,False,0,1,38.0,21.0
pca_reconstruction,normalized_life_last_30pct_full_window,117,124,177,158.0,True,False,0,False,0,1,34.0,19.0
pca_reconstruction,normalized_life_last_30pct_full_window,124,187,267,230.0,True,False,0,False,0,1,43.0,37.0
pca_reconstruction,normalized_life_last_30pct_full_window,129,142,202,198.0,True,False,0,False,0,1,56.0,4.0
pca_reconstruction,normalized_life_last_30pct_full_window,132,129,183,179.0,True,False,0,False,0,1,50.0,4.0
pca_reconstruction,normalized_life_last_30pct_full_window,136,113,160,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,145,176,251,205.0,True,False,0,False,0,1,29.0,46.0
pca_reconstruction,normalized_life_last_30pct_full_window,150,156,222,190.0,True,False,0,False,0,1,34.0,32.0
pca_reconstruction,normalized_life_last_30pct_full_window,153,205,292,221.0,True,False,0,False,0,2,16.0,71.0
pca_reconstruction,normalized_life_last_30pct_full_window,156,210,299,297.0,True,False,0,False,0,1,87.0,2.0
pca_reconstruction,normalized_life_last_30pct_full_window,158,216,308,289.0,True,False,0,False,0,1,73.0,19.0
pca_reconstruction,normalized_life_last_30pct_full_window,162,136,194,189.0,True,False,0,False,0,1,53.0,5.0
pca_reconstruction,normalized_life_last_30pct_full_window,169,130,185,182.0,True,False,0,False,0,1,52.0,3.0
pca_reconstruction,normalized_life_last_30pct_full_window,170,126,179,145.0,True,False,0,False,0,1,19.0,34.0
pca_reconstruction,normalized_life_last_30pct_full_window,186,136,194,181.0,True,False,0,False,0,1,45.0,13.0
pca_reconstruction,normalized_life_last_30pct_full_window,187,118,168,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,192,94,133,132.0,True,False,0,False,0,1,38.0,1.0
pca_reconstruction,normalized_life_last_30pct_full_window,206,155,221,175.0,True,False,0,False,0,1,20.0,46.0
pca_reconstruction,normalized_life_last_30pct_full_window,208,106,150,133.0,True,False,0,False,0,1,27.0,17.0
pca_reconstruction,normalized_life_last_30pct_full_window,217,114,162,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,221,125,178,147.0,True,False,0,False,0,1,22.0,31.0
pca_reconstruction,normalized_life_last_30pct_full_window,230,131,186,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,231,101,144,,False,True,0,False,0,0,,
pca_reconstruction,normalized_life_last_30pct_full_window,237,147,209,190.0,True,False,1,True,0,2,43.0,19.0
pca_reconstruction,normalized_life_last_30pct_full_window,238,110,156,150.0,True,False,1,True,0,2,40.0,6.0
pca_reconstruction,normalized_life_last_30pct_full_window,243,162,230,195.0,True,False,1,True,0,2,33.0,35.0
pca_reconstruction,normalized_life_last_30pct_full_window,245,178,253,219.0,True,False,0,False,0,1,41.0,34.0
