window_id,engine,start_cycle,end_cycle,max_cycle,op_mode,raw_score,alert_score,detector_id,pipeline_id,split,smoothed_score,threshold,threshold_violation,persistence_count,alert_active,state_segment_id
fd002-primary-v1:internal_held_out:e003:c0034-0063,3,34,63,206,1,0.2008564472720147,0.9767718880285885,pca_reconstruction,p1_k6,internal_held_out,0.9750083743492168,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0035-0064,3,35,64,206,0,0.18599049696212924,0.9668453444510622,pca_reconstruction,p1_k6,internal_held_out,0.973375768369586,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0036-0065,3,36,65,206,5,0.17315572397806903,0.9571173317450864,pca_reconstruction,p1_k6,internal_held_out,0.9701240810446861,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0037-0066,3,37,66,206,0,0.13011444329492813,0.8755211435378202,pca_reconstruction,p1_k6,internal_held_out,0.9512034935433129,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0038-0067,3,38,67,206,1,0.1565477252645123,0.9358745284891801,pca_reconstruction,p1_k6,internal_held_out,0.9481377005324864,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0039-0068,3,39,68,206,5,0.19520709309586393,0.9743895175699822,pca_reconstruction,p1_k6,internal_held_out,0.9533880639399857,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0040-0069,3,40,69,206,3,0.16837882477535956,0.9521540599563232,pca_reconstruction,p1_k6,internal_held_out,0.9531412631432532,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0041-0070,3,41,70,206,2,0.22452226593541105,0.9874925550923168,pca_reconstruction,p1_k6,internal_held_out,0.960011521533066,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0042-0071,3,42,71,206,5,0.09139359633071661,0.6507841969426246,pca_reconstruction,p1_k6,internal_held_out,0.8981660566149778,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0043-0072,3,43,72,206,1,0.10154527342271731,0.7337701012507445,pca_reconstruction,p1_k6,internal_held_out,0.8652868655421313,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0044-0073,3,44,73,206,4,0.12316683954297467,0.8518959698233075,pca_reconstruction,p1_k6,internal_held_out,0.8626086863983666,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0045-0074,3,45,74,206,5,0.07837106559371147,0.5042684137383363,pca_reconstruction,p1_k6,internal_held_out,0.7909406318663607,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0046-0075,3,46,75,206,5,0.0656126171097592,0.34464959301171333,pca_reconstruction,p1_k6,internal_held_out,0.7016824240954312,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0047-0076,3,47,76,206,4,0.08365643989720226,0.5638276752034942,pca_reconstruction,p1_k6,internal_held_out,0.6741114743170439,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0048-0077,3,48,77,206,0,0.04248997494045576,0.09271391701409569,pca_reconstruction,p1_k6,internal_held_out,0.5578319628564542,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0049-0078,3,49,78,206,3,0.05633707267000407,0.23466349017272187,pca_reconstruction,p1_k6,internal_held_out,0.49319826831970776,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0050-0079,3,50,79,206,5,0.06930530048398838,0.39487790351399643,pca_reconstruction,p1_k6,internal_held_out,0.47353419535856556,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0051-0080,3,51,80,206,5,0.055528347411329976,0.22493547746674608,pca_reconstruction,p1_k6,internal_held_out,0.4238144517802017,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0052-0081,3,52,81,206,1,0.06293107321670248,0.3124875918205281,pca_reconstruction,p1_k6,internal_held_out,0.401549079788267,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0053-0082,3,53,82,206,5,0.06094487034341143,0.29184038117927336,pca_reconstruction,p1_k6,internal_held_out,0.3796073400664683,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0054-0083,3,54,83,206,5,0.0458136394875,0.11911852293031566,pca_reconstruction,p1_k6,internal_held_out,0.3275095766392378,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0055-0084,3,55,84,206,0,0.061317353018080445,0.29541393686718287,pca_reconstruction,p1_k6,internal_held_out,0.32109044868482683,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0056-0085,3,56,85,206,1,0.054860387203096286,0.21739130434782608,pca_reconstruction,p1_k6,internal_held_out,0.3003506198174267,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0057-0086,3,57,86,206,5,0.05033418618834821,0.16855270994639668,pca_reconstruction,p1_k6,internal_held_out,0.27399103784322076,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0058-0087,3,58,87,206,1,0.05913603018585659,0.2688108000794123,pca_reconstruction,p1_k6,internal_held_out,0.2729549902904591,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0059-0088,3,59,88,206,3,0.07308066575556743,0.441135596585269,pca_reconstruction,p1_k6,internal_held_out,0.3065911115494211,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0060-0089,3,60,89,206,1,0.07487643488007746,0.46019456025411953,pca_reconstruction,p1_k6,internal_held_out,0.3373118012903608,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0061-0090,3,61,90,206,5,0.09167644984856557,0.6537621600158825,pca_reconstruction,p1_k6,internal_held_out,0.40060187303546513,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0062-0091,3,62,91,206,3,0.07816941344591334,0.502283105022831,pca_reconstruction,p1_k6,internal_held_out,0.42093811943293835,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0063-0092,3,63,92,206,5,0.07657970600505752,0.48163589438157633,pca_reconstruction,p1_k6,internal_held_out,0.433077674422666,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0064-0093,3,64,93,206,0,0.07840198687745728,0.5046654754814374,pca_reconstruction,p1_k6,internal_held_out,0.4473952346344203,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0065-0094,3,65,94,206,3,0.09339827328369778,0.6682549136390709,pca_reconstruction,p1_k6,internal_held_out,0.4915671704353505,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0066-0095,3,66,95,206,5,0.10193904216437295,0.7361524717093508,pca_reconstruction,p1_k6,internal_held_out,0.5404842306901506,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0067-0096,3,67,96,206,3,0.08681773514084064,0.604526503871352,pca_reconstruction,p1_k6,internal_held_out,0.5532926853263909,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0068-0097,3,68,97,206,4,0.07608517270096138,0.4744887830057574,pca_reconstruction,p1_k6,internal_held_out,0.5375319048622642,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0069-0098,3,69,98,206,4,0.07878527078701834,0.5112169942426047,pca_reconstruction,p1_k6,internal_held_out,0.5322689227383324,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0070-0099,3,70,99,206,4,0.06772006508817761,0.3744292237442922,pca_reconstruction,p1_k6,internal_held_out,0.5007009829395244,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0071-0100,3,71,100,206,5,0.11270097921190833,0.8084177089537423,pca_reconstruction,p1_k6,internal_held_out,0.562244328142368,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0072-0101,3,72,101,206,4,0.13059119104751776,0.8765137978955727,pca_reconstruction,p1_k6,internal_held_out,0.625098222093009,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0073-0102,3,73,102,206,4,0.12910043601389426,0.8717490569783601,pca_reconstruction,p1_k6,internal_held_out,0.6744283890700793,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0074-0103,3,74,103,206,2,0.08108560745387028,0.5364304149295216,pca_reconstruction,p1_k6,internal_held_out,0.6468287942419678,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0075-0104,3,75,104,206,1,0.06968721476384883,0.39944411355965853,pca_reconstruction,p1_k6,internal_held_out,0.597351858105506,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0076-0105,3,76,105,206,5,0.0888672523954115,0.6259678379988088,pca_reconstruction,p1_k6,internal_held_out,0.6030750540841665,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0077-0106,3,77,106,206,1,0.08155120888433788,0.5421878102044868,pca_reconstruction,p1_k6,internal_held_out,0.5908976053082305,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0078-0107,3,78,107,206,5,0.055181459503344986,0.22076632916418504,pca_reconstruction,p1_k6,internal_held_out,0.5168713500794214,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0079-0108,3,79,108,206,5,0.06530707224172976,0.34147309906690493,pca_reconstruction,p1_k6,internal_held_out,0.4817916998769181,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0080-0109,3,80,109,206,0,0.12634815662463203,0.8638078221163391,pca_reconstruction,p1_k6,internal_held_out,0.5581949243248023,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0081-0110,3,81,110,206,0,0.0835437492527408,0.562636489974191,pca_reconstruction,p1_k6,internal_held_out,0.5590832374546801,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0082-0111,3,82,111,206,2,0.06267550542945918,0.3095096287472702,pca_reconstruction,p1_k6,internal_held_out,0.5091685157131982,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0083-0112,3,83,112,206,4,0.03789098403757393,0.06511812586857256,pca_reconstruction,p1_k6,internal_held_out,0.4203584377442731,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0084-0113,3,84,113,206,1,0.10060680531138406,0.7272185824895772,pca_reconstruction,p1_k6,internal_held_out,0.48173046669333397,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0085-0114,3,85,114,206,5,0.06355609200053557,0.3216200119118523,pca_reconstruction,p1_k6,internal_held_out,0.44970837573703765,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0086-0115,3,86,115,206,0,0.06957921205028042,0.39805439745880483,pca_reconstruction,p1_k6,internal_held_out,0.4393775800813911,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0087-0116,3,87,116,206,3,0.053835305765982056,0.20806035338495135,pca_reconstruction,p1_k6,internal_held_out,0.3931141347421032,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0088-0117,3,88,117,206,5,0.04262182834208055,0.09311097875719675,pca_reconstruction,p1_k6,internal_held_out,0.333113503545122,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0089-0118,3,89,118,206,5,0.04002578158781307,0.07524320031764939,pca_reconstruction,p1_k6,internal_held_out,0.2815394428996275,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0090-0119,3,90,119,206,2,0.054986162279295384,0.21878102044867978,pca_reconstruction,p1_k6,internal_held_out,0.268987758409438,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0091-0120,3,91,120,206,5,0.03702978970163455,0.05975779233670836,pca_reconstruction,p1_k6,internal_held_out,0.22714176519489207,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0092-0121,3,92,121,206,1,0.028051561862252983,0.018066309311097876,pca_reconstruction,p1_k6,internal_held_out,0.18532667401813324,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0093-0122,3,93,122,206,0,0.032541931888052975,0.0365296803652968,pca_reconstruction,p1_k6,internal_held_out,0.15556727528756595,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0094-0123,3,94,123,206,1,0.04834688004443057,0.14492753623188406,pca_reconstruction,p1_k6,internal_held_out,0.15343932747642958,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0095-0124,3,95,124,206,1,0.06783848176742671,0.3756204089735954,pca_reconstruction,p1_k6,internal_held_out,0.19787554377586275,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0096-0125,3,96,125,206,3,0.0679167813947218,0.3764145324597975,pca_reconstruction,p1_k6,internal_held_out,0.23358334151264973,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0097-0126,3,97,126,206,1,0.08140355583247219,0.5407980941036331,pca_reconstruction,p1_k6,internal_held_out,0.2950262920308464,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0098-0127,3,98,127,206,2,0.08993971714445435,0.6384752829064919,pca_reconstruction,p1_k6,internal_held_out,0.3637160902059755,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0099-0128,3,99,128,206,2,0.10257507893431096,0.7403216200119118,pca_reconstruction,p1_k6,internal_held_out,0.43903719616716275,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0100-0129,3,100,129,206,4,0.08093985947230585,0.5350406988286679,pca_reconstruction,p1_k6,internal_held_out,0.4582378966994638,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0101-0130,3,101,130,206,3,0.08840644794184446,0.6212030970815962,pca_reconstruction,p1_k6,internal_held_out,0.4908309367758903,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0102-0131,3,102,131,206,1,0.10232099178572654,0.7391304347826086,pca_reconstruction,p1_k6,internal_held_out,0.540490836377234,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0103-0132,3,103,132,206,3,0.11556932094282149,0.8193369068890213,pca_reconstruction,p1_k6,internal_held_out,0.5962600504795915,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0104-0133,3,104,133,206,3,0.12999991295676463,0.8749255509231686,pca_reconstruction,p1_k6,internal_held_out,0.651993150568307,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0105-0134,3,105,134,206,3,0.12911251042000232,0.8717490569783601,pca_reconstruction,p1_k6,internal_held_out,0.6959443318503177,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0106-0135,3,106,135,206,5,0.08599848128238223,0.5938058368076236,pca_reconstruction,p1_k6,internal_held_out,0.6755166328417789,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0107-0136,3,107,136,206,1,0.07238727303142889,0.43279729998014693,pca_reconstruction,p1_k6,internal_held_out,0.6269727662694525,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0108-0137,3,108,137,206,4,0.07072021337868536,0.4121500893388922,pca_reconstruction,p1_k6,internal_held_out,0.5840082308833405,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0109-0138,3,109,138,206,2,0.06716763695083063,0.365296803652968,pca_reconstruction,p1_k6,internal_held_out,0.540265945437266,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0110-0139,3,110,139,206,5,0.07304171398106601,0.44054000397061743,pca_reconstruction,p1_k6,internal_held_out,0.5203207571439363,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0111-0140,3,111,140,206,5,0.043643553843779465,0.10105221361921779,pca_reconstruction,p1_k6,internal_held_out,0.43646704843899264,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0112-0141,3,112,141,206,3,0.041397447779290455,0.08457415128052412,pca_reconstruction,p1_k6,internal_held_out,0.36608846900729897,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0113-0142,3,113,142,206,3,0.04435655819387463,0.10522136192177883,pca_reconstruction,p1_k6,internal_held_out,0.31391504759019495,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0114-0143,3,114,143,206,2,0.043920491239579494,0.10264046059162199,pca_reconstruction,p1_k6,internal_held_out,0.27166013019048035,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0115-0144,3,115,144,206,4,0.052704531318240724,0.19594997022036928,pca_reconstruction,p1_k6,internal_held_out,0.25651809819645816,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0116-0145,3,116,145,206,4,0.039989628051776235,0.07484613857454835,pca_reconstruction,p1_k6,internal_held_out,0.2201837062720762,0.996624975183641,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0117-0146,3,117,146,206,0,0.05839895998601008,0.25987691085963865,pca_reconstruction,p1_k6,internal_held_out,0.2281223471895887,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0118-0147,3,118,147,206,5,0.0301819321417012,0.02541195155846734,pca_reconstruction,p1_k6,internal_held_out,0.18758026806336445,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0119-0148,3,119,148,206,2,0.04214760136457295,0.08993448481238833,pca_reconstruction,p1_k6,internal_held_out,0.16805111141316922,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0120-0149,3,120,149,206,3,0.056377045459977675,0.23506055191582292,pca_reconstruction,p1_k6,internal_held_out,0.18145299951369998,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0121-0150,3,121,150,206,0,0.09259999887637665,0.661504864006353,pca_reconstruction,p1_k6,internal_held_out,0.27746337241223057,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0122-0151,3,122,151,206,5,0.06445211014161258,0.33253920984713126,pca_reconstruction,p1_k6,internal_held_out,0.28847853989921074,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0123-0152,3,123,152,206,2,0.05545651413870484,0.22414135398054397,pca_reconstruction,p1_k6,internal_held_out,0.2756111027154774,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0124-0153,3,124,153,206,3,0.05999438188606251,0.2797299980146913,pca_reconstruction,p1_k6,internal_held_out,0.2764348817753202,0.9922572960095295,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0125-0154,3,125,154,206,0,0.09007598446430767,0.6404605916219972,pca_reconstruction,p1_k6,internal_held_out,0.3492400237446557,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0126-0155,3,126,155,206,2,0.07375548830360232,0.4478856462179869,pca_reconstruction,p1_k6,internal_held_out,0.368969148239322,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0127-0156,3,127,156,206,2,0.04274079486237884,0.09450069485805043,pca_reconstruction,p1_k6,internal_held_out,0.31407545756306765,0.9948381973396864,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0128-0157,3,128,157,206,1,0.05297827999323391,0.19892793329362715,pca_reconstruction,p1_k6,internal_held_out,0.2910459527091796,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0129-0158,3,129,158,206,5,0.04411236411154644,0.10363311494937463,pca_reconstruction,p1_k6,internal_held_out,0.2535633851572186,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0130-0159,3,130,159,206,1,0.06016720177478198,0.28151677585864604,pca_reconstruction,p1_k6,internal_held_out,0.2591540632975041,0.9908675799086758,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0131-0160,3,131,160,206,0,0.08492400558348381,0.5812983918999405,pca_reconstruction,p1_k6,internal_held_out,0.3235829290179914,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0132-0161,3,132,161,206,0,0.0863844491842532,0.5971808616239825,pca_reconstruction,p1_k6,internal_held_out,0.37830251553918964,0.9974190986698431,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0133-0162,3,133,162,206,5,0.11316939514568658,0.8108000794123487,pca_reconstruction,p1_k6,internal_held_out,0.4648020283138215,0.9932499503672821,False,0,False,0
fd002-primary-v1:internal_held_out:e003:c0134-0163,3,134,163,206,1,0.1167964336452693,0.8258884256501886,pca_reconstruction,p1_k6,internal_held_out,0.537019307781095,0.9908675799086758,False,0,False,0
