engine,cycle,op1,op2,op3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,op_mode
1,20,20.002,0.7015,100.0,5.684341886080802e-14,0.7509655302880165,-0.4993830856643603,0.3729150924634613,1.7763568394002505e-15,0.7406913263414345,-0.14223251268548825,-0.6444434199164163,-1.2468565043678501,0.5303300858899107,-0.028645303908139137,-0.08621308928422258,-0.5681408394053145,-1.2955269875996178,0.7899971248129231,-0.5112737321154011,0.4533295688373661,0.0,0.0,0.009860200046090374,-0.19421821122656655,3
1,21,42.0028,0.8403,100.0,-0.7744335619182738,-0.7711496858249128,-1.0476059507268607,0.1691744404265096,-0.774433561918293,-0.7706321787555201,-0.8005280592125074,-0.8457564981474951,-1.5932383512827422,-0.17923895958221733,0.8054969796279261,-0.7971406199991661,-1.5037283975020517,-0.6543900391241596,0.5713119927943747,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.7869675040528511,-0.7360746220527337,0
1,22,42.0043,0.8419,100.0,-0.7744335619182738,-0.8046986090651544,-0.7507126268319403,0.06333857712901744,-0.774433561918293,-0.7796743861195833,-0.7687065273157296,-0.8476199781180397,-1.739464620840139,-0.17923895958221733,-0.26454872714546557,-0.7652587457763391,-1.1852337019462436,-0.7458538129644988,0.02765049562643023,3.469446951953614e-18,-1.0628888737814355,-0.7744335619182826,0.0,-0.7772509914636744,-0.7150976138506258,0
1,23,41.9987,0.8416,100.0,-0.7744335619182738,-0.8516671016015309,-1.3907367594906468,-0.33577738928205597,-0.774433561918293,-0.7796743861195833,-0.7775869548218066,-0.8457564981474951,-1.7358540956658854,-0.17923895958221733,-0.42307401703781466,-0.7774604507258162,-1.057835823722472,-0.7391613417078924,-0.4059023438872584,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.7869675040528511,-0.7096711291033627,0
1,24,42.0011,0.84,100.0,-0.7744335619182738,-0.6034050696235521,-0.7397616435735312,-0.1292061862194478,-0.774433561918293,-0.7706321787555201,-0.7901675604554167,-0.8457564981474951,-1.3535897428414596,-0.17923895958221733,-0.18528608219927692,-0.7896621556752932,-1.4400294583908901,-0.7681620504865712,0.5323151765417902,3.469446951953614e-18,-0.10441874791830512,-0.7744335619182826,0.0,-0.8258335544095585,-0.7671756689624228,0
1,25,42.0063,0.84,100.0,-0.7744335619182738,-0.8583768862496174,-1.0439556229740576,-0.8279779101595799,-0.774433561918293,-0.7706321787555201,-0.7601961176224046,-0.8457564981474951,-1.4465607660785533,-0.17923895958221733,0.6866030122086572,-0.7676203660891412,-1.4400294583908901,-0.9103770646895982,-0.217800053727874,3.469446951953614e-18,-0.10441874791830512,-0.7744335619182826,0.0,-0.7918257603474393,-0.6598608586620635,0
1,26,42.0001,0.8402,100.0,-0.7744335619182738,-0.8785062401937623,-0.18004472147654596,-0.48241744083881766,-0.774433561918293,-0.7796743861195833,-0.7727767232560148,-0.8233947385014686,-1.3468200081397443,-0.17923895958221733,0.3299211099508506,-0.7798220710386182,-1.3444810497234234,-0.6203699769030133,0.2960403486586943,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.7578179662853212,-0.7793245154115199,0
1,27,25.0058,0.6206,60.0,-1.1368683772161603e-13,0.43136129495487935,0.12417492822673439,-0.3017495117411631,8.881784197001252e-16,-1.866598532233063,1.3542367219372584,-1.1232898589456637,-1.2424716299174,0.08945862426953607,-0.1051185574363122,-0.807066479315835,-1.3867806693943285,-1.5167568051543905,-0.10574773640952942,3.469446951953614e-18,0.5369782696516467,0.0,-1.4210854715202004e-14,0.041184852896091285,0.6085723004148561,2
1,28,0.0022,0.0,100.0,1.00131792878875,1.0210470059399999,0.9708357803983289,0.8846371693011462,1.0013179287887546,1.0013845648580542,1.00995208272434,1.0022711681862024,0.8101340238902701,1.0012959611008312,1.08151337498416,0.9977808963241646,0.1400185875544779,-0.9944521273481199,-0.555831677525091,-6.938893903907228e-18,0.8955696074264661,1.0013179287887606,0.0,1.0215158347573694,0.976475850823724,1
1,29,0.0007,0.0,100.0,1.00131792878875,0.9913963598808259,1.2065200820618616,1.1304188308398002,1.0013179287887546,1.0013845648580542,1.0025331490002027,1.0014033966090699,0.8224246888404089,1.0012959611008312,0.779556572651715,0.9999146091113028,-0.6230343795599562,-1.0678297896967375,-0.8334180295281935,-6.938893903907228e-18,0.7267544622075778,1.0013179287887606,0.0,0.9826753628909761,0.961228526649505,1
1,30,20.006,0.7011,100.0,5.684341886080802e-14,0.4950410816383086,0.05262615941877919,-1.0154589449161175,1.7763568394002505e-15,-1.3460223956765704,0.020514385922099514,-1.0454603421110742,-0.9628436329695964,0.5303300858899107,-0.3603398495126796,0.05360116487637236,-0.7239742174616784,-1.511577267698569,0.1528589582767401,-0.5112737321154011,-0.22245646454294676,0.0,0.0,-0.20994114879585915,0.09192128963371037,3
1,31,10.005,0.25,100.0,-0.998683805861397,-0.9861958371017727,-0.9224873013763716,-0.9831420254457901,-0.9986838058613923,-0.999718813275726,-1.0005789565167647,-0.9993886030526536,-1.1705923816505683,-0.9984865379745647,-1.032184241342954,-1.0011079140757941,0.358033721016453,-1.2720642832337625,0.6405144100956224,-6.938893903907228e-18,-1.1302121352001933,-0.9986838058613866,0.0,-1.0040147730750124,-1.0098523105476107,1
1,32,10.0038,0.25,100.0,-0.998683805861397,-1.0094927732911227,-0.8085694847778193,-0.8568207445564664,-0.9986838058613923,-0.9964490365140696,-1.0003274672379805,-0.9993886030526536,-1.146082509104641,-0.9984865379745647,-1.1171095919989507,-0.9915062065336764,-0.2960116793694722,-1.2096932702374015,0.8806351194970762,-6.938893903907228e-18,-1.0458045625907493,-0.9986838058613866,0.0,-0.9748844191752182,-0.960322786160021,1
1,33,0.0028,0.0,100.0,1.00131792878875,1.0258122883423693,0.8481723046514656,0.9145022644634787,1.0013179287887546,1.0013845648580542,1.003287616836555,1.0016926538014517,0.8267121301020893,1.0012959611008312,1.0437687746926052,1.0028484641936153,0.031011020825968932,-0.7682043351065263,-0.9475179410877409,-6.938893903907228e-18,0.9799771800359102,1.0013179287887606,0.0,1.0370520235039262,1.0007874016832545,1
1,34,0.0012,0.0008,100.0,1.00131792878875,0.9786889401411781,0.9206043022131417,0.9496139303975722,1.0013179287887546,1.0013845648580542,1.0039163400335165,1.002849682570953,0.80413160612392,1.0012959611008312,1.0060241744010503,0.9975141822257726,0.031011020825968932,-1.3686782053261188,-1.1305886947094135,-6.938893903907228e-18,0.8955696074264661,1.0013179287887606,0.0,1.038994047097247,1.0027944804492874,1
1,35,10.0066,0.251,100.0,-0.998683805861397,-0.9798421272319489,-0.9363906569454833,-1.070114025546905,-0.9986838058613923,-0.999718813275726,-0.9999502333198038,-0.9970745455136382,-1.1325770691303596,-0.9984865379745647,-0.9661311908327316,-1.0001744147314209,0.24902615428794397,-1.4848595040447585,0.8874470545155564,-6.938893903907228e-18,-1.1302121352001933,-0.9986838058613866,0.0,-0.9574062068353414,-0.9774800723857866,1
1,36,25.005,0.62,60.0,-1.1368683772161603e-13,0.26387562432867867,1.6275783090600073,0.22135248871641663,8.881784197001252e-16,0.5335558417906566,0.512859963807081,-0.9315139450532816,-1.192052335156322,0.08945862426953607,0.5655711402147475,0.09512931373570024,-1.3867806693943285,-0.8492363366513659,-0.7087858840596151,3.469446951953614e-18,-0.23865700873407988,0.0,-1.4210854715202004e-14,-0.13817415303177238,1.6568849074039886,2
1,37,10.0076,0.25,100.0,-0.998683805861397,-1.0015506359538444,-1.0119621218937358,-0.9819312783446156,-0.9986838058613923,-0.999718813275726,-0.9990700208440588,-0.9993886030526536,-1.1384365721879839,-0.9984865379745647,-1.032184241342954,-1.0003077717806177,0.24902615428794397,-1.7826505170762694,0.861902298196267,-6.938893903907228e-18,-1.0458045625907493,-0.9986838058613866,0.0,-1.0234350090082092,-0.9738543817116627,1
1,38,24.9987,0.62,60.0,-1.1368683772161603e-13,-0.26649566598825797,-0.17272360106988568,-0.6062852167429246,8.881784197001252e-16,-1.866598532233063,1.2656707473972,-1.0082243106102344,-0.8803048647321853,0.08945862426953607,0.13441347743906384,-0.7488602991190152,-1.3504549283050604,-1.2533025461734726,-0.15909341870165206,3.469446951953614e-18,-1.0142922871198066,0.0,-1.4210854715202004e-14,-0.3175331589596361,-0.03374640675768249,2
1,39,24.9981,0.6211,60.0,-1.1368683772161603e-13,-0.5456384503655763,0.965702606806369,1.101446105085206,8.881784197001252e-16,-1.866598532233063,1.3099537346672292,-1.1232898589456637,-1.5187125547350808,0.08945862426953607,-1.0632466969378844,-1.1272004703986753,-1.3504549283050604,-1.0539735173843883,0.4532222389123007,3.469446951953614e-18,-0.23865700873407988,0.0,-1.4210854715202004e-14,1.5657364032829644,0.9115528226660424,2
1,40,10.0065,0.25,100.0,-0.998683805861397,-0.9840779338118334,-0.9171053572851013,-0.9421784151893485,-0.9986838058613923,-0.999718813275726,-0.9983155530077059,-0.9990993458602717,-1.100564174376501,-0.9984865379745647,-0.8812058401767283,-1.0027081986661464,0.358033721016453,-1.6389525949769053,0.7231091221947081,-6.938893903907228e-18,-0.9613969899813051,-0.9986838058613866,0.0,-0.9943046551084141,-1.0062589921116485,1
1,41,25.0051,0.6211,60.0,-1.1368683772161603e-13,-0.3223242228636582,-0.1405753526747382,-0.19246636401325398,8.881784197001252e-16,-1.866598532233063,0.7121334065221181,-1.1616450417250122,-1.3212961611635647,0.08945862426953607,0.7571967681150892,1.1428405572793678,-1.0598489995909146,-1.2641188500612077,-0.28897855819550333,3.469446951953614e-18,-0.23865700873407988,0.0,-1.4210854715202004e-14,0.9379798825354256,-0.2579519932235539,2
1,42,35.0029,0.84,100.0,1.2912663515292229,1.1277193695745182,0.7593062869122831,0.9584804570669185,1.291266351529203,1.2909911002509071,1.3067233844171666,1.2227062691118205,-0.12917039312160533,-0.17923895958221733,-0.7004932743494326,1.2795108417247196,-1.1852337019462436,-1.4558134721035079,0.44514582256549406,3.469446951953614e-18,0.8540513779448253,1.291266351529214,0.0,1.2049175767284022,1.2691329805256004,0
1,43,42.0037,0.8409,100.0,-0.7744335619182738,-0.737600762584633,-1.0488227266444616,-0.17128550536184758,-0.774433561918293,-0.7796743861195833,-0.7653763670009505,-0.8420295382064907,-1.2998831808743645,-0.17923895958221733,-0.5023366619839751,-0.739674525720984,-1.4081799888345852,-0.7352574001415513,0.3900914937383661,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.7772509914636744,-0.7476565223342068,0
1,44,0.0002,0.0,100.0,1.00131792878875,0.9961616422831953,0.8277657666387368,0.9193452528681815,1.0013179287887546,1.0013845648580542,0.995994427751811,1.0031389397633217,0.8118490003949398,1.0012959611008312,1.08151337498416,1.0039153205871845,0.358033721016453,-0.6159456857330798,-0.7567837605702799,-6.938893903907228e-18,0.9799771800359102,1.0013179287887606,0.0,0.9982115516375343,0.9933094146678723,1
1,45,35.0033,0.84,100.0,1.2912663515292229,1.107590015630335,1.377428453054144,0.013608472688010055,1.291266351529203,1.2909911002509071,1.2893325472177646,1.2171158292002715,-0.017244112719577296,-0.17923895958221733,-0.6608619518763524,1.2767556180264497,-1.121534762835082,-1.7508399133325097,0.0047111919484296915,3.469446951953614e-18,0.8540513779448253,1.291266351529214,0.0,1.282649677441817,1.3911073988745362,0
1,46,42.0046,0.84,100.0,-0.7744335619182738,-0.8516671016015309,-0.49275613230030707,-0.3804069701906293,-0.774433561918293,-0.7796743861195833,-0.7920176495191833,-0.8420295382064907,-1.3125200189842934,-0.17923895958221733,0.29028978747777034,-0.7609291085362015,-1.4718789279457467,-0.6739097469559158,0.3258614434400705,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.7529597099907319,-0.7752748999284875,0
1,47,10.0049,0.25,100.0,-0.998683805861397,-0.9925495469715966,-1.0294534401903628,-1.0091730881210654,-0.9986838058613923,-0.9964490365140696,-1.0018364029106865,-0.998810088667903,-1.1507986944924855,-0.9984865379745647,-0.9283865905411701,-1.00124127112499,1.1210866881358441,-1.421877010528868,0.7409904516182243,-6.938893903907228e-18,-0.8769894173718609,-0.9986838058613866,0.0,-0.9904206079217749,-0.9883571444081592,1
1,48,0.0004,0.0014,100.0,1.00131792878875,1.0326954740346779,0.9551384434654568,0.8646598421317482,1.0013179287887546,1.0013845648580542,0.9914676207336934,1.0031389397633217,0.8131352327734452,1.0012959611008312,0.9777157241823826,1.0021816789476354,-0.07799654590749713,-0.9589862572129539,-1.026706685677579,-6.938893903907228e-18,0.8955696074264661,1.0013179287887606,0.0,1.013747740384091,1.0179123156708583,1
1,49,41.9986,0.8402,100.0,-0.7744335619182738,-0.6872773777242325,-0.5292594098283647,0.4548037582414543,-0.774433561918293,-0.7796743861195833,-0.7679664916902228,-0.8438930181770353,-1.504780484513486,-0.17923895958221733,0.13176449758542128,-0.7916301726026275,-1.2489326410574053,-0.8144516433448039,0.3992672152095745,3.469446951953614e-18,-1.0628888737814355,-0.7744335619182826,0.0,-0.8452665795879126,-0.7052975443816871,0
1,50,35.0059,0.8401,100.0,1.2912663515292229,0.9767492149932784,1.287387035151587,-0.25161875099728537,1.291266351529203,1.2909911002509071,1.3170838831742573,1.2245697490822802,-0.16121380404309643,-0.17923895958221733,-0.5815993069301637,1.2893509263613945,-1.0259863541676155,-1.616990488200228,-0.892215581860283,3.469446951953614e-18,0.8540513779448253,1.291266351529214,0.0,1.297224446325582,1.3658377982604137,0
1,51,24.9994,0.621,60.0,-1.1368683772161603e-13,-0.2944099444259581,0.09013560639653523,0.2548659873529781,8.881784197001252e-16,-1.866598532233063,-0.8599126415630695,-1.2000002245034886,-1.4491197253465855,0.08945862426953607,-0.7758082550874059,-0.4578293981346676,-1.2414777050372556,-1.1605913699925146,-0.4374187176170889,3.469446951953614e-18,-1.0142922871198066,0.0,-1.4210854715202004e-14,-0.4072126619235679,0.6419001578624904,2
1,52,42.0015,0.8404,100.0,-0.7744335619182738,-0.7107616239924016,-0.5462942726747787,0.05823805359661238,-0.774433561918293,-0.7706321787555201,-0.780547097323833,-0.8569373779705084,-1.81844485902701,-0.17923895958221733,-0.1456547597261967,-0.7664395559327402,-1.4081799888345852,-0.880260944034793,0.4910244299214544,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.8015422729366168,-0.7861278694230144,0
1,53,10.0061,0.25,100.0,-0.998683805861397,-0.9904316436816573,-0.990434345528655,-0.9772900811234421,-0.9986838058613923,-0.999718813275726,-0.9944174691865492,-0.9976530598984019,-1.1741652493686332,-0.9984865379745647,-1.1454180422176183,-1.001374628174186,0.9030715546738691,-1.503815400151512,0.756317305409801,-6.938893903907228e-18,-0.8769894173718609,-0.9986838058613866,0.0,-1.0059567966683323,-1.0013707841492132,1
1,54,0.002,0.0,100.0,1.00131792878875,1.0093985378453278,0.9230710265883101,0.8109833873129603,1.0013179287887546,1.0013845648580542,0.9946112367184972,1.0014033966090699,0.7894113911254962,1.0012959611008312,1.0720772249112729,1.0029818212428112,-0.8410495130219312,-0.9816110364371078,-1.0445880151010951,-6.938893903907228e-18,0.9799771800359102,1.0013179287887606,0.0,1.011805716790772,0.988000367609334,1
1,55,0.0018,0.0,100.0,1.00131792878875,1.014163820247691,0.9257619986339426,0.9082467377740725,1.0013179287887546,1.0013845648580542,1.0040420846729086,1.0019819109938204,0.8515792894198181,1.0012959611008312,0.9588434240366086,0.9963139687830075,-0.2960116793694722,-1.1271434000952276,-0.4349198309470484,-6.938893903907228e-18,0.8955696074264661,1.0013179287887606,0.0,1.007921669604132,0.9956725880536855,1
1,56,42.0043,0.84,100.0,-0.7744335619182738,-0.8281828553333618,-1.620707407917457,0.8679461643666416,-0.774433561918293,-0.7796743861195833,-0.7786970082600664,-0.8494834580884996,-1.5530712587191597,-0.17923895958221733,0.6073403672624685,-0.784938915049689,-1.59927680616807,-0.5623685593457064,0.6722449289774223,3.469446951953614e-18,-0.10441874791830512,-0.7744335619182826,0.0,-0.7723927351690861,-0.700033044253745,0
1,57,20.0046,0.7003,100.0,5.684341886080802e-14,-1.9149141431463388,0.18680686822359768,0.36279021343062035,1.7763568394002505e-15,-1.3460223956765704,0.41110694258045816,-0.7246468043568068,-0.9563350046667944,0.5303300858899107,-0.15303075850984918,-1.0049924737682945,-0.8018909064880888,-1.1642814903432592,0.24170292572204252,-0.5112737321154011,-0.22245646454294676,0.0,0.0,1.6217367582203175,-0.7875550982918336,3
1,58,35.0031,0.84,100.0,1.2912663515292229,1.2082367853511744,1.4735537505447058,0.5376872656431236,1.291266351529203,1.2909911002509071,1.2645413537632983,1.218979309170816,-0.2013808966066788,-0.17923895958221733,-0.06639211478000806,1.2665219300043082,-1.089685293278777,-1.4976414174573365,-0.876158069285699,3.469446951953614e-18,0.8540513779448253,1.291266351529214,0.0,1.2389253707905212,1.2606287880112321,0
1,59,42.0053,0.8412,100.0,-0.7744335619182738,-0.8785062401937623,-0.7275938843974936,-0.4900682261374542,-0.774433561918293,-0.7796743861195833,-0.7709266341922492,-0.8513469380590442,-1.5882738791681947,-0.17923895958221733,0.48844639984322785,-0.782577294736887,-1.3763305192797284,-1.0754580223526595,0.2409860198315663,3.469446951953614e-18,-1.0628888737814355,-0.7744335619182826,0.0,-0.8404083232933243,-0.7758418460961122,0
1,60,25.002,0.62,60.0,-1.1368683772161603e-13,0.4871898518302795,0.025839109606197255,-0.37606205219614,8.881784197001252e-16,-1.866598532233063,-0.9706201097381111,-1.1616450417250122,-1.1458938258679747,0.08945862426953607,-0.24883777836155144,-0.7488602991190152,-1.096174740680183,-1.077151311429575,-0.6484820692946229,3.469446951953614e-18,0.5369782696516467,0.0,-1.4210854715202004e-14,0.39990286475183456,1.459947567940715,2
1,61,20.0011,0.7,100.0,5.684341886080802e-14,-0.08078892782347329,-0.640357754408696,0.03752847450028891,1.7763568394002505e-15,-1.3460223956765704,-0.3049794112931685,-0.32362988216214894,-1.3509945572138655,-1.885618083164127,0.13720196889413108,0.493017392238226,-0.7239742174616784,-1.389754524091408,0.25439492107133926,-0.5112737321154011,1.129115602217679,0.0,0.0,0.5227300140106219,0.297545346528984,3
1,62,0.0029,0.0,100.0,1.00131792878875,1.0316365223897082,1.0197217725606995,0.9211613735199432,1.0013179287887546,1.0013845648580542,1.0006469794093207,1.0025604253785712,0.8307851993006813,1.0012959611008312,0.9777157241823826,1.0065824615711065,0.9030715546738691,-1.281847971546904,-0.9364485466827199,-6.938893903907228e-18,0.8955696074264661,1.0013179287887606,0.0,1.0020955988241729,0.9703251255729781,1
1,63,41.9992,0.8413,100.0,-0.7744335619182738,-0.6302442082157453,-0.4538193029370198,-0.6877135130183245,-0.774433561918293,-0.7796743861195833,-0.7827672042003525,-0.8569373779705084,-1.2515924066686908,-0.17923895958221733,0.7658656571548458,-0.7585674882233995,-1.5674273366132132,-0.9338007140876955,0.10335019776372607,3.469446951953614e-18,-0.5836538108498703,-0.7744335619182826,0.0,-0.88413262994462,-0.7466036223086179,0
